Character,Word Count
BEN,273
BERNARD,34
BOONE,31
CHARLIE,96
CHARLOTTE,51
CHRISTIAN,143
CLAIRE,165
DANIEL,16
DAVID,41
DELIVERY TRUCK DRIVER,4
DESMOND,379
DRIVER,12
ELOISE,27
FRANK,228
HURLEY,473
JACK,1139
JIN,50
JULIET,240
KATE,527
LAPIDUS,40
LOCKE,568
MAN,4
MAN ON MICROPHONE,68
MILES,310
NURSE,27
RECEPTIONIST,2
RICHARD,189
ROSE,114
SAWYER,681
SAYID,86
SHANNON,8
SUN,40
VOICE,3
WOMAN,38
