Character,Word Count
ANSWERING MACHINE MESSAGE,73
CLAIRE,455
DAVID,133
DOGEN,96
HURLEY,824
JACK,946
JACOB,234
JIN,200
JUSTIN,195
KATE,88
LOCKE,4
MAN,11
MARGO,146
MILES,10
MRS SHEPHARD,74
SAYID,51
UNKNOWN BOY,10
