Character,Word Count
BEN,70
DOCTOR,74
FATHER SUAREZ,101
HURLEY,152
Hurley,11
IGNACIO,50
ILANA,79
ISABELA,3
ISABELLA,134
JACK,113
JACOB,463
JONAS,156
LAPIDUS,37
MAN IN BLACK,474
OTHER PRISONER,15
OTHER VOICE,4
PIERCE,7
RICARDO,3
RICHARD,957
SERVANT,9
SUN,23
VOICE FROM OUTSIDE THE SHIP,5
