Character,Word Count
BANK CLERK,40
BEN,117
CLAIRE,83
CLERK,60
HURLEY,10
ILANA,69
JACK,335
JIN,421
KATE,21
KEAMY,377
LAPIDUS,18
LOCKE,531
MEN,3
MIKHAIL,135
MILES,46
OMAR,36
RICHARD,99
SAWYER,186
SAYID,50
SEAMUS,29
SECURITY OFFICER,48
SUN,393
WIDMORE,264
ZOE,197
