Character,Word Count
BERNARD,8
CHARLIE,399
CLAIRE,65
DESMOND,1392
EKO,215
GALE,195
HURLEY,105
INMAN,497
JACK,296
JIN,28
KATE,209
LIBBY,106
LOCKE,679
MAN #1,52
MAN #2,25
MARVIN CANDLE,49
MASTER SERGEANT,82
MICHAEL,279
MR. FRIENDLY,45
MS. KLUGH,39
PENELOPE,207
REDSHIRT,2
SAWYER,164
SAYID,271
SUN,68
VOICE,4
WALT,5
WIDMORE,103
