Character,Word Count
ALEX,46
CHARLIE,256
CLAIRE,61
EKO,226
HURLEY,89
JACK,536
KATE,17
LOCKE,69
MICHAEL,920
MONITOR,30
MR. FRIENDLY,32
MS. KLUGH,305
PICKETT,85
SAWYER,315
SAYID,193
SUN,15
TOM,142
WALT,58
