Character,Word Count
ANA,57
ANGELO,34
CHARLIE,55
CHRISTIAN,217
CLAIRE,14
GABRIELA,245
HURLEY,141
JACK,945
JIN,57
KATE,129
LOCKE,460
MICHAEL,90
SARAH,171
SAWYER,365
SAYID,21
SUN,102
TOM,391
