Character,Word Count
ANA,64
BUTCHER,7
CHARLIE,1260
CLAIRE,268
CREW,9
DIRECTOR,113
EKO,147
HURLEY,140
JACK,68
KAREN,31
KATE,79
LIAM,252
LIBBY,154
LOCKE,340
MRS. PACE,111
SAWYER,124
SAYID,54
SUN,12
VOICE,17
YOUNG CHARLIE,13
YOUNG LIAM,4
