Character,Word Count
ANA,155
CASSIDY,390
CHARLIE,104
CLAIRE,7
DIANE,15
GORDY,211
GUY,18
GUY #2,15
HURLEY,177
JACK,333
KATE,423
LOCKE,399
RADIO ANNOUNCER,34
SAWYER,1682
SAYID,136
SUN,41
