Character,Word Count
AGENT,9
ANA,51
Announcer,7
CALDWELL,79
CHARLIE,9
CHARLOTTE,123
EKO,1030
HURLEY,59
JACK,240
JOYCE,140
KATE,105
LIBBY,8
LOCKE,426
MALKIN,157
MCVAY,150
MICHAEL,68
MONSIGNOR,75
SAWYER,191
VALERIE,5
WICKMAN,300
YEMI,104
