Character,Word Count
1,3
ALL,4
BERNARD,144
CLAIRE,199
HELEN,99
HURLEY,93
JACK,1096
JIN,148
JOHN,173
Jack,15
KATE,78
LAPIDUS,54
LOCKE,420
MAN,30
NURSE,17
ORDERLY,16
PAUL,11
SAWYER,354
SAYID,110
SEAMUS,21
SUN,44
WHEELER,6
WIDMORE,76
WOMAN,16
