Character,Word Count
,6
BEN,84
CINDY,5
CLAIRE,278
DAVID,46
DESMOND,316
EMT #1,74
EMT #2,41
FEMALE SURGEON,41
HURLEY,79
ILANA,89
JACK,620
JIN,61
KATE,299
LAPIDUS,77
LOCKE,571
MAN,29
MAN ON RADIO,6
MILES,47
NADIA,36
RECEPTIONIST,12
SAWYER,727
SAYID,108
SUN,34
ZOE,140
