Character,Word Count
BEN,147
BOY,9
HELEN,210
HURLEY,121
ILANA,125
JOHN,619
KID,5
LAPIDUS,13
LOCKE,790
MAN,64
RANDY,109
RICHARD,125
ROSE,157
SAWYER,551
SUN,42
WOMAN,50
WOMEN,5
