Character,Word Count
ALEX,69
ANA LUCIA,38
AUSTEN,28
BEN,627
CLAIRE,19
DAVID,39
DESMOND,267
HURLEY,161
JACK,248
JACOB,509
JOHN,240
KATE,153
LOCKE,336
MAN,59
MILES,120
NURSE,16
OFFICER,19
RICHARD,99
ROUSSEAU,114
SAWYER,212
SAYID,23
TEENAGE GIRL,10
WIDMORE,251
WOMAN P.A. VOICE,9
YOUNG JACOB,28
ZOE,46
