Character,Word Count
CLAIRE,1199
DANIELLE,184
EKO,235
ETHAN,343
GALE,184
HURLEY,3
JACK,316
KATE,307
LIBBY,189
LOCKE,259
MR. FRIENDLY,22
SAWYER,77
SUN,63
VOICE,95
YOUNG GIRL,83
