Character,Word Count
ANA,95
AUSSIE WOMAN,15
BERNARD,1349
CHARLIE,27
CLAIRE,13
EKO,29
GALE,7
HURLEY,77
ISAAC,102
JACK,613
JIN,3
KATE,303
LOCKE,119
ROSE,737
SAWYER,83
