Character,Word Count
ANA LUCIA,278
BERNARD,10
CLAIRE,41
EKO,194
HURLEY,118
JACK,107
JAE,203
JIN,289
KATE,46
LEADER,20
LIBBY,108
LOCKE,60
MANAGER,21
MICHAEL,246
MR. KIM,156
MRS. LEE,15
MRS. PAIK,102
MRS. SHIN,37
POOR MAN,34
SAWYER,218
SUN,322
"SUN, JIN",4
TAI,69
