Character,Word Count
ANA,342
BERNARD,48
BOONE,171
CHARLIE,153
CINDY,37
CLAIRE,234
DOCTOR,56
EKO,80
HURLEY,50
JIN,3
LIBBY,86
LOCKE,161
MICHAEL,202
NORA,93
ROSE,44
SABRINA,182
SAWYER,157
SAYID,265
SHANNON,720
SOPHIE,7
WALT,2
