Character,Word Count
ANA,553
BERNARD,100
CHARLIE,95
DR. KIM,139
GALE,449
HURLEY,33
JACK,200
JAE,204
JIN,366
KATE,71
LOCKE,317
ROSE,85
SAWYER,106
SAYID,200
SUN,529
