Character,Word Count
ANA,40
AUSTEN,114
CHARLIE,121
DIANE,106
EKO,240
GUY IN LINE,39
HURLEY,70
JACK,360
JIN,4
KATE,646
LOCKE,230
MARSHAL,270
MARVIN CANDLE,282
MICHAEL,130
MONITOR,9
SAWYER,145
SAYID,56
SUN,26
WAYNE,48
