Character,Word Count
CHARLIE,81
CHRISTIAN SHEPHARD,72
CLAIRE,2
DESMOND,218
EMT,46
EMT #2,9
GUNMAN'S VOICE,27
GUNMAN's VOICE,14
HURLEY,393
INTERN,34
JACK,1025
KATE,252
KEVIN,52
LOCKE,369
N.D. Survivor,9
NURSE,47
NURSE #2,16
REDSHIRT,2
SARAH,173
SAYID,87
SHANNON,159
SUN,9
