Character,Word Count
BERNARD,194
CHARLOTTE,99
CHRISTIAN,2
CLAIRE,59
DAN,99
DANIEL,40
DR. STILLMAN,23
ERIKA,66
HURLEY,155
JACK,975
JANE,29
JIN,118
JULIET,564
KATE,437
KEAMY,27
LAPIDUS,119
MAN 1,2
MAN 2,3
MAN 3,4
MILES,109
MRS. BERENBERG,9
RECEPTIONIST,24
ROSE,89
SAWYER,211
SUN,60
Sun,5
WOMAN,15
