Character,Word Count
AUCTIONEER,142
BILLY,62
BOTH,7
CHARLOTTE,70
DAN,913
DANIEL,67
DESMOND,1249
FRANK,223
JACK,83
JULIET,53
KEAMY,200
MAN,141
MINKOWSKI,176
OMAR,55
OPERATOR,10
PENNY,269
RAY,120
REST,7
SAYID,378
SERGEANT,8
SGT,140
SOLDIER 1,17
SOLDIER 2,11
SOLDIER 3,6
SUITED GUARD,17
WIDMORE,78
