Character,Word Count
BEN,530
CHARLOTTE,52
CHRISTIAN,6
CLAIRE,14
DESMOND,388
FARADAY,174
GUY IN CAR,5
HURLEY,370
HURLEY AND DESMOND,2
JACK,749
JI YEON,3
JIN,23
JULIET,72
KATE,327
KEAMY,307
LAPIDUS,462
LOCKE,460
MAN,39
MICHAEL,265
MICHAEL'S MOTHER,48
MILES,61
MRS. PAIK,22
NURSE,2
PENNY,33
RICHARD,22
ROSE,19
SAWYER,154
SAYID,165
SCIENTIST,198
SUN,241
WALT,46
WIDMORE,51
