Character,Word Count
BEN,129
CHARLOTTE,28
CLAIRE,13
DANIEL,206
DANIELLE,20
DESMOND,78
ELSA,419
FRANK,240
HURLEY,276
JACK,226
JULIET,18
KATE,148
LOCKE,221
MAN,7
MAN 1,131
MAN 2,31
MILES,249
REGINA,57
SAWYER,122
SAYID,917
WAITER,11
WOMAN,24
