Character,Word Count
CHARLIE,602
DESMOND,1210
HURLEY,611
JACK,150
JIN,36
JULIET,17
KATE,158
MAN,7
MONK,333
MONK 2,23
PENNY,133
RUTH,111
SAWYER,278
WOMAN,7
