Character,Word Count
AMINA,296
BEN,294
CHARLIE,109
DANIEL,42
DESMOND,70
EKO,467
EMEKA,150
HURLEY,103
JACK,247
JULIET,280
LOCKE,399
MAN,6
NIKKI,77
NUN,43
Narration,61
PAULO,43
SAYID,118
SOLDIER,12
WARLORD,14
YEMI,88
