Character,Word Count
ALEX,64
BEN,397
COLLEEN,136
JACK,96
JAE,49
JIN,249
JULIET,60
KATE,103
MR. PAIK,168
PICKETT,202
SAWYER,255
SAYID,389
SUN,384
YOUNG SUN,4
