Character,Word Count
ANDREA,13
BOONE,278
CHARLIE,24
CHRISTIAN SHEPHARD,529
ETHAN,22
HOSPITAL ADMINISTRATOR,43
HURLEY,125
JACK,809
KATE,312
LOCKE,633
MICHAEL,167
NURSE,11
NURSE #2,10
SAWYER,273
SAYID,143
SHANNON,45
WALT,245
