Character,Word Count
AIRPORT ANNOUNCEMENT,17
AIRPORT COP,10
ANA LUCIA,150
ARZT,187
AUSTRALIAN OFFICIAL,36
BOONE,73
CALDERWOOD,178
CHARLIE,83
DANIELLE,264
GINA,33
HURLEY,127
JACK,501
JEFF,17
JIN,70
KATE,68
LOCKE,78
MARSHAL,228
MICHAEL,377
REDSHIRT,2
SAWYER,408
SAYID,163
SHANNON,167
STEVE,4
SUN,85
WALT,169
