Character,Word Count
BOONE,50
CHARLIE,116
CLAIRE,36
HURLEY,266
JACK,441
JIN,26
Jack,6
KATE,457
LOCKE,42
MARSHAL,180
MICHAEL,216
RAY,361
SAWYER,421
SAYID,350
SHANNON,54
SUN,12
WALT,56
