Character,Word Count
AGENT COLE,324
AGENT HEWITT,113
AIRPORT ANNOUNCEMENT,12
CHARLIE,234
CLAIRE,69
ESSAM,393
HADDAD,83
HURLEY,48
JACK,242
JIN,6
KATE,181
LOCKE,594
MICHAEL,58
SAWYER,148
SAYID,1093
SHANNON,102
SUN,21
WALT,30
YUSEF,19
