Character,Word Count
BOONE,275
CHARLIE,200
CINDY,70
CLAIRE,89
HURLEY,200
JACK,326
JD,26
KATE,336
LOCKE,89
MARSHAL,71
MICHAEL,144
MICHELLE,22
RADIO,15
ROSE,25
SAWYER,389
SAYID,538
SAYID and KATE,6
SHANNON,284
WALT,86
