Character,Word Count
BOONE,240
BOY,7
CHARLIE,276
CLAIRE,95
DAVID,103
HURLEY,108
JACK,449
JESS,166
JIN,13
KATE,456
KILO,114
LOCKE,110
MICHAEL,31
SAWYER,1104
SAYID,358
SHANNON,20
SUN,27
