Character,Word Count
AGENT,108
BOONE,221
CHARLIE,261
CLAIRE,286
GL12,52
HELEN,104
HURLEY,166
JACK,634
KATE,340
LOCKE,687
MICHAEL,323
RANDY,155
ROSE,147
SAWYER,147
SAYID,249
SHANNON,166
WALT,110
