Character,Word Count
CARMEN,149
CHARLIE,462
CLAIRE,189
COP,45
DANIELLE,139
DIEGO,4
DR. CURTIS,38
HUGO,30
HURLEY,1486
JACK,305
KATE,10
KEN,174
KEN HALPERIN,40
LENNY,113
LOCKE,175
LOTTO OFFICIAL,13
MARTHA,364
MARY JO,37
MICHAEL,138
NURSE,39
ORDERLY,24
REPORTER #1,11
REPORTER #2,7
SAWYER,27
SAYID,447
SHANNON,14
SUN,26
TITO,4
WALT,5
