Character,Word Count
BOONE,1116
BRYAN,100
CHARLIE,126
HURLEY,560
JACK,332
JIN,31
KATE,232
LOCKE,690
MALCOLM,126
MICHAEL,16
NICOLE,3
SAWYER,46
SAYID,214
SHANNON,410
SUN,43
WALT,23
