Character,Word Count
AIRPORT COP,16
ARZT,499
BEARDED MAN,72
CHARLIE,601
CLAIRE,268
DANIELLE,134
GATE AGENT,81
HAWAIIAN SHIRT,90
HURLEY,542
JACK,600
JD,26
JIN,46
KATE,199
LILY,128
LOCKE,622
MICHAEL,851
MICHELLE,18
OLD SCOOTER MAN,12
SAWYER,371
SAYID,520
SECURITY AGENT,18
SHANNON,69
SUN,105
TICKET AGENT,86
WALT,153
