Character,Word Count
BASEBALL HAT,50
BOONE,87
CHARLIE,124
HURLEY,11
HUTTON,103
JACK,484
JASON,293
KATE,498
LOCKE,36
MICHAEL,41
Mark Hutton,19
Michael,27
ROBBER #2,48
ROBBER #3,7
ROBBERS,80
ROSE,207
SAWYER,601
SAYID,369
SHANNON,364
