Character,Word Count
BARNES,87
CHARLIE,459
CHRISTIAN,326
CLAIRE,1196
DESMOND,168
DR. WOODRUFF,22
E.R. DOCTOR,12
HEAD NURSE,19
JIN,13
KATE,165
LINDSEY,79
LOCKE,221
LOUDSPEAKER,13
MIKHAIL,218
OFFICER BARNES,27
ROUSSEAU,56
SAWYER,16
SAYID,214
SUN,108
TOM,3
WOODRUFF,76
