Character,Word Count
ALEX,96
ALPERT,16
AUTUMN,21
BEN,1210
COOPER,209
CRYSTAL,31
DETECTIVE MASON,146
GOVERNMENT WORKER,108
JACK,243
JULIET,25
KATE,227
KINCAID,124
LOCKE,1059
MRS. TALBOT,33
OTHER,5
PETER,215
PRYCE,89
SAYID,89
TOM,82
