Character,Word Count
BARTENDER,18
CHARLIE,674
CLAIRE,56
DELIVERY MAN,16
DESMOND,1542
DESMOND AND CHARLIE,8
DONOVAN,170
HURLEY,129
JIMMY,7
LOCKE,73
MS. HAWKING,374
PENELOPE,405
PHOTOGRAPHER,103
RECEPTIONIST,15
SAYID,17
SUN,14
WIDMORE,208
