Character,Word Count
AMIRA,252
ARABIC MAN,12
BACKGROUND VOICE,2
CHARLIE,9
COMPUTER VOICE,13
DR. CANDLE,68
HURLEY,220
KATE,158
LOCKE,249
MAN,2
MIKHAIL,660
MS. KLUGH,5
NIKKI,10
PAULO,23
ROUSSEAU,80
SAMI,303
SAWYER,266
SAYID,914
SUN,13
