Character,Word Count
BEN,515
CHARLIE,56
CINDY,28
COOPER,577
DESMOND,90
HURLEY,71
JACK,90
JULIET,50
KATE,203
LOCKE,694
NAOMI,186
RICHARD,187
ROUSSEAU,6
SAWYER,702
SAYID,180
TOM,11
