Character,Word Count
ALEX,21
ANNIE,58
BEN,979
CHARLIE,9
CLAIRE,25
DESMOND,11
EMILY,23
GIRL,10
HORACE,113
HURLEY,14
JACK,34
JULIET,90
KATE,74
LOCKE,365
MALE DRIVER,52
MAN,47
MARVIN,135
MIKHAIL,125
MR. GOODSPEED,3
NAOMI,12
OLIVIA,61
OPAL,20
RICHARD,188
ROGER,463
SAWYER,84
SAYID,121
SUN,26
VOICE,3
WOMAN,10
