Character,Word Count
ADAM,45
AMELIA,22
CHRISTIAN,134
GALE,248
GOODWIN,6
GUARD,7
JACK,727
JULIET,653
KARL,70
KATE,89
MODERATOR,37
NURSE,13
SARAH,135
SAWYER,157
TOM,126
UNKNOWN VOICE,3
WORKER GUY,7
