Character,Word Count
ALEX,83
BEN,84
BERNARD,78
CHARLIE,834
CLAIRE,116
DESMOND,243
DRIVER,5
HURLEY,111
JACK,554
JIN,34
JULIET,125
KARL,111
KATE,19
LIAM,228
MR. PACE,67
NADIA,48
NAOMI,89
RICHARD,47
ROSE,90
ROUSSEAU,70
RYAN,27
SAWYER,63
SAYID,408
SUN,29
WOMAN,9
