Character,Word Count
BEN,857
CHARLOTTE,179
CLAIRE,114
DAN,103
GOODWIN,319
HARPER,354
HURLEY,9
JACK,253
JIN,6
JULIET,914
KATE,173
LOCKE,252
SAWYER,26
SUN,33
TOM,51
WOMAN'S AUTOMATED VOICE,102
