Character,Word Count
ALEX,101
ARTURO,17
BEN,383
CASS ELLIOT,6
CLAIRE,25
CREW-MEMBER,5
CREWMAN,18
DESMOND,10
FEMALE ANCHOR,79
FEMALE CONTESTANT,6
FRANK,163
GAME SHOW HOST,38
GAULT,90
GUS,36
HURLEY,26
JEFF,9
JOHN,33
KARL,61
KEAMY,39
LIBBY,48
LOCKE,94
MALE ANNOUNCER,10
MAN,21
MICHAEL,573
MICHAEL'S MOTHER,125
MILES,69
MINKOWSKI,169
NAOMI,98
NURSE,92
ROUSSEAU,97
SAWYER,99
SAYID,142
TOM,672
