Character,Word Count
AMBASSADOR,12
BERNARD,210
DANIEL,30
DESMOND,105
DESMOND and SAYID,4
DR. BAE,136
GAULT,318
HURLEY,44
JACK,41
JIN,404
JOHNSON,13
JULIET,346
KATE,147
KEAMY,9
LAPIDUS,121
MAN IN SUIT,8
NURSE,8
NURSE 1,34
NURSE 2,3
RAY,132
REGINA,8
SAYID,224
STORE OWNER,94
SUN,613
WOMAN ON THE PHONE,10
