Character,Word Count
AARON,9
BEN,150
BERNARD,67
CHANG,155
CHARLOTTE,70
DESMOND,56
DIRECTOR,20
ETHAN,30
FARADAY,749
FEMALE NEWS ANCHOR,92
FIRST MAN,28
FOREMAN,149
FROGURT,7
HURLEY,114
JACK,92
JULIET,125
KATE,84
LOCKE,197
MAN,34
MILES,77
NORTON,124
PENNY,42
RECORD,62
RICHARD,262
ROSE,21
SAWYER,419
SAYID,96
SECOND MAN,6
SOUND MAN,2
SUN,35
TANK CARRYING WORKER,7
THIRD MAN,7
TICKETING AGENT,31
WAITRESS,8
WIDMORE,86
WIFE,9
WOMAN,17
WORKER,13
