Character,Word Count
ABADDON,353
BEN,338
BOY,6
CAESAR,206
CHRISTIAN,10
DOCTOR,14
HURLEY,189
ILANA,151
JACK,175
KATE,81
LOCKE,1268
MALE NURSE,3
MAN,42
SAYID,131
SUSIE,2
WALT,95
WIDMORE,439
WOMAN,2
