Character,Word Count
AARON,20
ANA LUCIA,121
ANOTHER MAN,4
BEN,339
BERNARD,72
CARMEN,141
CHARLOTTE,101
CHEAP TRICK,37
CLERK,75
DAVID,323
DETECTIVE,95
FARADAY,130
FROGURT,153
HURLEY,884
JACK,315
JILL,64
JONES,81
JULIET,101
KATE,238
LAPIDUS,17
LOCKE,9
MALE SURVIVOR,2
MAN,13
MATTINGLY,3
MILES,55
MS. HAWKING,13
PENNY,7
ROSE,113
SAWYER,249
SAYID,67
SHROUDED WOMAN,27
SUN,211
VOICE OVER P.A.,7
WOMAN,3
WOMAN 1,17
WOMAN 2,37
