Character,Word Count
BOY,9
CAROLINE,41
CHANG,11
CHARLIE HUME,4
CHARLOTTE,19
DANIEL,36
DESMOND,17
DOCTOR,40
DR. CHANG,149
ELOISE,86
FARADAY,1639
HURLEY,66
JACK,361
JIN,21
JULIET,64
KATE,175
MAN,22
MILES,135
MS. HAWKING,438
NEWSCASTER,86
NURSE,30
OTHER MAN,6
OTHER WOMAN,7
PENNY,106
RADZINSKY,105
RICHARD,73
SAWYER,432
SEALS,10
THERESA,26
TONY,27
WIDMORE,213
WOMAN,14
