Character,Word Count
AARON,15
BAXTER,5
BEN,48
CAROLE,97
CASSIDY,365
CLEMENTINE,11
EMPLOYEE,6
HORACE,194
HURLEY,230
JACK,282
JIN,8
JULIET,503
KATE,1211
LOCKE,12
MAN,52
MANAGER,28
MILES,279
NURSE,32
PHIL,62
RICHARD,103
ROGER,414
SAWYER,570
SUN,2
WOMAN,45
