Character,Word Count
AARON,2
AUTOMATED VOICE OVER RADIO,8
BEN,114
BRENNAN,5
CAROLE,43
CHARLOTTE,74
CLAIRE,21
DR. ARIZA,62
FARADAY,179
HURLEY,54
JACK,701
JIN,33
JULIET,165
KATE,655
LOCKE,361
MAN,6
MILES,135
MONTAND,37
NORTON,220
NURSE,49
ROBERT,16
SAWYER,427
SAYID,96
SUN,63
UNKNOWN,34
YOUNG WOMAN,56
