Character,Word Count
BOY,12
BRAM,155
DR. CHANG,253
FARADAY,8
FIRST DHARMA INITIATIVE MAN,14
GLENN,19
HORACE,192
HURLEY,993
JACK,141
JULIET,89
KATE,104
LARA,123
MAN,10
MAN IN VAN,10
MILES,1346
MR. GRAY,118
NAOMI,169
PHIL,51
RADZINSKY,65
ROGER,336
SAWYER,258
SECOND DHARMA INITIATIVE MAN,4
STEREO,15
TREVOR,77
WOMAN,46
WORKER,14
