Character,Word Count
BEN,316
CAESAR,11
DESMOND,174
ELOISE,588
FLIGHT ATTENDANT,134
HURLEY,159
JACK,851
JILL,38
KATE,164
LAPIDUS,58
MAGICIAN,34
MAN OVER P.A.,49
NABIL,96
NURSE,23
RADIO LYRICS,21
RAY,142
SUN,35
VOICE ON INTERCOM,5
WOMAN,102
WOMAN ON PA,31
WOMAN OVER PA,21
